Entity,Code,Day,people_vaccinated_per_hundred,05-09,10-14,15-17,18-24,25-49,50-59,60-69,70-79,80+
Belgium,BEL,28-05-2021,18.24,0,0,0,11.52,21.97,35.45,51.82,64.62,54.28
Belgium,BEL,29-05-2021,18.67,0,0,0,13.47,24.81,39.05,55.06,67.4,56.72
Belgium,BEL,30-05-2021,18.74,0,0,0,14.46,25.95,40.35,56.29,68.5,57.84
Belgium,BEL,31-05-2021,19.24,0,0,0,15.21,26.47,40.85,56.64,68.81,58.17
Belgium,BEL,01-06-2021,19.65,0,0,0,15.79,26.95,41.3,56.86,68.97,58.34
Belgium,BEL,02-06-2021,20.43,0,0,0,17.09,28.28,42.75,57.93,69.8,59.06
Belgium,BEL,03-06-2021,21.28,0,0,0,18.78,29.84,44.47,59.28,70.9,60.13
Belgium,BEL,04-06-2021,21.92,0,0,0,20.93,31.57,46.26,60.65,71.98,61.19
Belgium,BEL,05-06-2021,22.36,0,0,0,23.09,33.15,47.92,61.96,73.05,62.2
Belgium,BEL,06-06-2021,22.41,0,0,0,24.2,33.78,48.47,62.36,73.37,62.52
Belgium,BEL,07-06-2021,23.09,0,0,0,24.78,34.19,48.84,62.64,73.62,62.79
Belgium,BEL,08-06-2021,23.79,0,0,0,25.14,34.46,49.08,62.83,73.81,63.01
Belgium,BEL,09-06-2021,24.74,0,0,0,25.45,34.69,49.28,62.98,73.94,63.17
Belgium,BEL,10-06-2021,25.76,0,0,0,25.64,34.84,49.4,63.07,74.03,63.28
Belgium,BEL,11-06-2021,26.71,0,0,0,25.77,34.94,49.49,63.13,74.07,63.36
Belgium,BEL,12-06-2021,27.33,0,0,0,25.85,35.01,49.56,63.16,74.1,63.39
Belgium,BEL,13-06-2021,27.4,0,0,0,25.96,35.1,49.65,63.22,74.14,63.44
Belgium,BEL,14-06-2021,28.17,0,0,0,26.06,35.18,49.72,63.26,74.18,63.48
Belgium,BEL,15-06-2021,28.89,0,0,0,26.15,35.24,49.77,63.29,74.21,63.51
Belgium,BEL,16-06-2021,29.58,0,0,0,26.22,35.29,49.81,63.31,74.23,63.53
Belgium,BEL,17-06-2021,30.06,0,0,0,26.29,35.35,49.86,63.35,74.25,63.56
Belgium,BEL,18-06-2021,30.58,0,0,0,26.36,35.41,49.92,63.38,74.28,63.59
Belgium,BEL,19-06-2021,30.86,0,0,0,26.43,35.46,49.95,63.4,74.29,63.61
Belgium,BEL,20-06-2021,30.88,0,0,0,26.5,35.5,49.99,63.42,74.31,63.63
Belgium,BEL,21-06-2021,31.21,0,0,0,26.57,35.54,50.01,63.44,74.32,63.64
Belgium,BEL,22-06-2021,31.7,0,0,0,26.63,35.58,50.04,63.45,74.33,63.65
Belgium,BEL,23-06-2021,32.26,0,0,0,26.68,35.61,50.06,63.46,74.33,63.66
Belgium,BEL,24-06-2021,32.79,0,0,0,26.72,35.62,50.07,63.47,74.34,63.67
Belgium,BEL,25-06-2021,33.24,0,0,0,26.77,35.64,50.09,63.47,74.34,63.67
Belgium,BEL,26-06-2021,33.67,0,0,0,26.8,35.65,50.1,63.48,74.35,63.68
Belgium,BEL,27-06-2021,33.73,0,0,0,26.82,35.66,50.11,63.48,74.35,63.68
Belgium,BEL,28-06-2021,34.22,0,0,0,26.85,35.67,50.12,63.49,74.35,63.69
Belgium,BEL,29-06-2021,34.81,0,0,0,0,0,0,0,0,0
Belgium,BEL,30-06-2021,35.22,0,0,0,0,0,0,0,0,0
Belgium,BEL,01-07-2021,35.65,0,0,0,0,0,0,0,0,0
Belgium,BEL,02-07-2021,36.01,0,0,0,0,0,0,0,0,0
Belgium,BEL,03-07-2021,36.46,0,0,0,0,0,0,0,0,0
Belgium,BEL,04-07-2021,36.52,0,0,0,0,0,0,0,0,0
Belgium,BEL,05-07-2021,37.38,0,0,0,0,0,0,0,0,0
Belgium,BEL,06-07-2021,38.2,0,0,0,0,0,0,0,0,0
Belgium,BEL,07-07-2021,39.27,0,0,0,0,0,0,0,0,0
Belgium,BEL,08-07-2021,40.41,0,0,0,0,0,0,0,0,0
Belgium,BEL,09-07-2021,41.4,0,0,0,0,0,0,0,0,0
Belgium,BEL,10-07-2021,42.36,0,0,0,0,0,0,0,0,0
Belgium,BEL,11-07-2021,42.59,0,0,0,0,0,0,0,0,0
Belgium,BEL,12-07-2021,43.65,0,0,0,0,0,0,0,0,0
Belgium,BEL,13-07-2021,44.47,0,0,0,0,0,0,0,0,0
Belgium,BEL,14-07-2021,45.47,0,0,0,0,0,0,0,0,0
Belgium,BEL,15-07-2021,46.39,0,0,0,0,0,0,0,0,0
Belgium,BEL,16-07-2021,47.35,0,0,0,0,0,0,0,0,0
Belgium,BEL,17-07-2021,48.08,0,0,0,0,0,0,0,0,0
Belgium,BEL,18-07-2021,48.19,0,0,0,0,0,0,0,0,0
Belgium,BEL,19-07-2021,49.14,0,0,0,0,0,0,0,0,0
Belgium,BEL,20-07-2021,49.98,0,0,0,0,0,0,0,0,0
Belgium,BEL,21-07-2021,50.74,0,0,0,0,0,0,0,0,0
Belgium,BEL,22-07-2021,52.11,0,0,0,0,0,0,0,0,0
Belgium,BEL,23-07-2021,53.33,0,0,0,0,0,0,0,0,0
Belgium,BEL,24-07-2021,54.04,0,0,0,0,0,0,0,0,0
Belgium,BEL,25-07-2021,54.15,0,0,0,0,0,0,0,0,0
Belgium,BEL,26-07-2021,55.01,0,0,0,0,0,0,0,0,0
Belgium,BEL,27-07-2021,55.79,0,0,0,0,0,0,0,0,0
Belgium,BEL,28-07-2021,56.92,0,0,0,0,0,0,0,0,0
Belgium,BEL,29-07-2021,58,0,0,0,0,0,0,0,0,0
Belgium,BEL,30-07-2021,59.01,0,0,0,0,0,0,0,0,0
Belgium,BEL,31-07-2021,59.63,0,0,0,0,0,0,0,0,0
Belgium,BEL,01-08-2021,59.71,0,0,0,0,0,0,0,0,0
Belgium,BEL,02-08-2021,60.47,0,0,0,0,0,0,0,0,0
Belgium,BEL,03-08-2021,61.09,0,0,0,0,0,0,0,0,0
Belgium,BEL,04-08-2021,61.85,0,0,0,0,0,0,0,0,0
Belgium,BEL,05-08-2021,62.64,0,0,0,0,0,0,0,0,0
Belgium,BEL,06-08-2021,63.4,0,0,0,0,0,0,0,0,0
Belgium,BEL,07-08-2021,63.73,0,0,0,0,0,0,0,0,0
Belgium,BEL,08-08-2021,63.78,0,0,0,0,0,0,0,0,0
Belgium,BEL,09-08-2021,64.23,0,0,0,0,0,0,0,0,0
Belgium,BEL,10-08-2021,64.8,0,0,0,0,0,0,0,0,0
Belgium,BEL,11-08-2021,65.34,0,0,0,0,0,0,0,0,0
Belgium,BEL,12-08-2021,65.86,0,0,0,0,0,0,0,0,0
Belgium,BEL,13-08-2021,66.28,0,0,0,0,0,0,0.01,0,0
Belgium,BEL,14-08-2021,66.46,0,0,0,0,0,0,0.01,0,0
Belgium,BEL,15-08-2021,66.48,0,0,0,0,0,0,0.01,0,0
Belgium,BEL,16-08-2021,66.76,0,0,0,0.43,0.18,0.17,0.04,0.01,0
Belgium,BEL,17-08-2021,67.07,0,0,0.02,4.3,2.89,1.64,0.19,0.04,0.01
Belgium,BEL,18-08-2021,67.43,0,0,0.04,9.18,6.71,3.38,0.5,0.19,0.95
Belgium,BEL,19-08-2021,67.77,0,0,0.08,23.36,17.03,5.23,1.09,1.9,17.12
Belgium,BEL,20-08-2021,68.07,0,0,0.1,23.89,17.68,5.84,1.34,2.8,23.42
Belgium,BEL,21-08-2021,68.23,0,0,0.1,24.07,17.89,5.95,1.48,4.19,28.35
Belgium,BEL,22-08-2021,68.26,0,0,0.1,24.93,18.57,6.37,2.16,6.88,35.17
Belgium,BEL,23-08-2021,68.54,0,0,0.1,25.06,18.69,6.47,2.55,15.25,44.56
Belgium,BEL,24-08-2021,68.83,0,0,0.11,25.1,18.78,6.56,2.82,19.57,52.03
Belgium,BEL,25-08-2021,69.13,0,0,0.11,25.14,18.85,6.64,3.04,24.68,61.52
Belgium,BEL,26-08-2021,69.47,0,0,0.11,25.18,18.93,6.73,3.33,30.01,69.12
Belgium,BEL,27-08-2021,69.76,0,0,0.11,25.23,19.05,6.91,3.68,40.35,71.22
Belgium,BEL,28-08-2021,70,0,0,0.12,25.62,19.87,7.98,5.25,50.62,72.41
Belgium,BEL,29-08-2021,70.01,0,0,0.12,25.65,19.92,8.01,5.46,57.02,73.09
Belgium,BEL,30-08-2021,70.24,0,0,0.13,25.76,20.24,8.52,8.44,68.28,73.99
Belgium,BEL,31-08-2021,70.5,0,0,0.16,26.05,20.94,9.82,12.43,75.56,76.36
Belgium,BEL,01-09-2021,70.63,0,0,0.41,30.79,29.09,30.41,28.68,81.95,81.13
Belgium,BEL,02-09-2021,70.73,0,0,2.5,35.55,37.72,43.31,40.59,86.63,85.63
Belgium,BEL,03-09-2021,70.89,0,0,3,39.93,43.31,60.64,64.79,89.06,87.02
Belgium,BEL,04-09-2021,71.06,0,0.02,13.76,46.79,52.33,72.99,78.9,91.43,88.63
Belgium,BEL,05-09-2021,71.07,0,0.04,19.28,50.52,55.37,76.33,82.6,92.55,89.57
Belgium,BEL,06-09-2021,71.1,0,0.04,21.23,53.04,57.19,77.75,85.14,93.13,90.15
Belgium,BEL,07-09-2021,71.16,0,0.05,22.27,54.32,58.15,78.71,85.86,93.43,90.38
Belgium,BEL,08-09-2021,71.31,0,0.06,23.9,58.24,61.38,80.74,87.24,94.11,91.02
Belgium,BEL,09-09-2021,71.38,0,0.06,26.1,61.7,65.21,83.05,88.35,94.6,91.43
Belgium,BEL,10-09-2021,71.47,0,0.07,28.73,68.55,71.57,85.95,89.48,95.01,91.93
Belgium,BEL,11-09-2021,71.6,0,0.07,30.93,72.63,76.06,87.78,90.3,95.35,92.27
Belgium,BEL,12-09-2021,71.61,0,0.07,31.9,75.69,78.49,88.25,90.65,95.59,92.5
Belgium,BEL,13-09-2021,71.66,0,0.07,34.39,76.51,79.19,88.49,90.79,95.65,92.6
Belgium,BEL,14-09-2021,71.69,0,0.08,34.97,76.9,79.6,88.76,90.93,95.74,92.71
Belgium,BEL,15-09-2021,71.79,0,0.09,35.5,77.75,80.56,89.51,91.15,95.9,92.82
Belgium,BEL,16-09-2021,71.87,0,0.09,35.53,77.84,80.64,89.57,91.19,95.94,92.86
Belgium,BEL,17-09-2021,71.96,0,0.09,35.58,77.92,80.74,89.62,91.24,96.01,92.88
Belgium,BEL,18-09-2021,72.08,0,0.09,35.61,77.98,80.83,89.69,91.27,96.07,92.92
Belgium,BEL,19-09-2021,72.08,0,0.1,35.67,78.05,80.93,89.73,91.33,96.12,92.97
Belgium,BEL,20-09-2021,72.11,0,0.1,35.71,78.14,81.01,89.81,91.39,96.17,93.01
Belgium,BEL,21-09-2021,72.17,0,0.1,35.77,78.22,81.11,89.88,91.44,96.23,93.04
Belgium,BEL,22-09-2021,72.27,0,0.11,35.81,78.29,81.19,89.91,91.47,96.24,93.04
Belgium,BEL,23-09-2021,72.33,0,0.11,35.84,78.33,81.23,89.94,91.48,96.26,93.04
Belgium,BEL,24-09-2021,72.41,0,0.12,35.88,78.41,81.33,89.99,91.51,96.29,93.06
Belgium,BEL,25-09-2021,72.56,0,0.12,35.9,78.5,81.42,90.04,91.56,96.37,93.18
Belgium,BEL,26-09-2021,72.57,0,0.12,35.95,78.59,81.52,90.11,91.61,96.4,93.26
Belgium,BEL,27-09-2021,72.61,0,0.12,36.08,78.7,81.61,90.14,91.66,96.41,93.44
Belgium,BEL,28-09-2021,72.65,0,0.12,36.17,78.81,81.68,90.16,91.67,96.43,93.58
Belgium,BEL,29-09-2021,72.78,0,0.14,36.3,78.93,81.77,90.22,91.71,96.46,93.7
Belgium,BEL,30-09-2021,72.84,0,0.15,36.37,79,81.84,90.25,91.74,96.52,93.84
Belgium,BEL,01-10-2021,72.91,0,0.16,36.47,79.08,81.9,90.28,91.78,96.56,93.92
Belgium,BEL,02-10-2021,73,0,0.17,36.58,79.16,81.99,90.33,91.88,96.75,94.17
Belgium,BEL,03-10-2021,73,0,0,0,0,0,0,0,0,0
Belgium,BEL,04-10-2021,73.03,0,0,0,0,0,0,0,0,0
Belgium,BEL,05-10-2021,73.05,0,0,0,0,0,0,0,0,0
Belgium,BEL,06-10-2021,73.11,0,0,0,0,0,0,0,0,0
Belgium,BEL,07-10-2021,73.14,0,0,0,0,0,0,0,0,0
Belgium,BEL,08-10-2021,73.21,0,0,0,0,0,0,0,0,0
Belgium,BEL,09-10-2021,73.29,0,0,0,0,0,0,0,0,0
Belgium,BEL,10-10-2021,73.29,0,0,0,0,0,0,0,0,0
Belgium,BEL,11-10-2021,73.32,0,0,0,0,0,0,0,0,0
Belgium,BEL,12-10-2021,73.35,0,0,0,0,0,0,0,0,0
Belgium,BEL,13-10-2021,73.42,0,0,0,0,0,0,0,0,0
Belgium,BEL,14-10-2021,73.46,0,0,0,0,0,0,0,0,0
Belgium,BEL,15-10-2021,73.53,0,0,0,0,0,0,0,0,0
Belgium,BEL,16-10-2021,73.59,0,0,0,0,0,0,0,0,0
Belgium,BEL,17-10-2021,73.59,0,0,0,0,0,0,0,0,0
Belgium,BEL,18-10-2021,73.62,0,0,0,0,0,0,0,0,0
Belgium,BEL,19-10-2021,73.64,0,0,0,0,0,0,0,0,0
Belgium,BEL,20-10-2021,73.69,0,0,0,0,0,0,0,0,0
Belgium,BEL,21-10-2021,73.72,0,0,0,0,0,0,0,0,0
Belgium,BEL,22-10-2021,73.79,0,0,0,0,0,0,0,0,0
Belgium,BEL,23-10-2021,73.85,0,0,0,0,0,0,0,0,0
Belgium,BEL,24-10-2021,73.85,0,0,0,0,0,0,0,0,0
Belgium,BEL,25-10-2021,73.88,0,0,0,0,0,0,0,0,0
Belgium,BEL,26-10-2021,73.92,0,0,0,0,0,0,0,0,0
Belgium,BEL,27-10-2021,73.97,0,0,0,0,0,0,0,0,0
Belgium,BEL,28-10-2021,74.02,0,0,0,0,0,0,0,0,0
Belgium,BEL,29-10-2021,74.07,0,0,0,0,0,0,0,0,0
Belgium,BEL,30-10-2021,74.12,0,0,0,0,0,0,0,0,0
Belgium,BEL,31-10-2021,74.12,0,0,0,0,0,0,0,0,0
Belgium,BEL,01-11-2021,74.12,0,0,0,0,0,0,0,0,0
Belgium,BEL,02-11-2021,74.16,0,0,0,0,0,0,0,0,0
Belgium,BEL,03-11-2021,74.2,0,0,0,0,0,0,0,0,0
Belgium,BEL,04-11-2021,74.24,0,0,0,0,0,0,0,0,0
Belgium,BEL,05-11-2021,74.28,0,0,0,0,0,0,0,0,0
Belgium,BEL,06-11-2021,74.32,0,0,0,0,0,0,0,0,0
Belgium,BEL,07-11-2021,74.32,0,0,0,0,0,0,0.01,0.01,0.02
Belgium,BEL,08-11-2021,74.35,0,0,0,0,0,0,0.01,0.01,0.03
Belgium,BEL,09-11-2021,74.39,0,0,0,0,0,0,0.01,0.02,0.22
Belgium,BEL,10-11-2021,74.45,0,0,0,0,0,0.01,0.01,0.1,3.71
Belgium,BEL,11-11-2021,74.46,0,0,0,0,0.01,0.02,0.13,1.05,29.94
Belgium,BEL,12-11-2021,74.5,0,0,0,0,0.02,0.04,0.28,2.18,56.83
Belgium,BEL,13-11-2021,74.54,0,0,0,0.01,0.03,0.07,0.46,3.39,72.42
Belgium,BEL,14-11-2021,74.54,0,0,0,0.01,0.04,0.11,0.61,4.61,78.43
Belgium,BEL,15-11-2021,74.57,0,0,0.01,0.12,0.48,0.74,3.28,11.41,83.92
Belgium,BEL,16-11-2021,74.61,0,0,0.01,0.75,2.49,3.53,6.61,30.61,88.16
Belgium,BEL,17-11-2021,74.67,0,0,0.03,1.54,4.47,6.72,11.12,55.62,91.55
Belgium,BEL,18-11-2021,74.71,0,0,0.08,2.45,6.48,11.8,21.96,73.89,93.78
Belgium,BEL,19-11-2021,74.75,0,0,0.31,3.78,8.66,19.33,37.3,84.67,95.18
Belgium,BEL,20-11-2021,74.79,0,0.01,0.43,4.96,10.85,32.02,55.5,88.8,95.85
Belgium,BEL,21-11-2021,74.79,0,0.02,1.38,8.28,18.12,53.69,72.59,91.34,96.44
Belgium,BEL,22-11-2021,74.81,0,0.08,5.89,19.17,34.19,68.09,79.36,92.63,97.06
Belgium,BEL,23-11-2021,74.85,0,0.11,8.24,23.91,41.68,72.17,80.97,92.99,97.28
Belgium,BEL,24-11-2021,74.91,0,0.2,15.53,32.12,48.01,74.89,82.28,93.45,97.57
Belgium,BEL,25-11-2021,74.95,0,0.28,20.2,37.56,52.26,77.14,83.51,94.04,97.97
Belgium,BEL,26-11-2021,74.98,0,0.33,22.46,40.14,54.35,78.31,84.28,94.42,98.28
Belgium,BEL,27-11-2021,75.02,0,0.36,23.59,41.4,55.47,79.04,84.92,94.82,98.53
Belgium,BEL,28-11-2021,75.03,0,0.37,24.38,42.26,56.35,79.67,85.55,95.35,98.79
Belgium,BEL,29-11-2021,75.05,0,0.39,25.06,43.14,57.19,80.3,86.18,95.89,99.01
Belgium,BEL,30-11-2021,75.08,0,0.4,25.6,43.76,57.84,80.87,86.73,96.42,99.19
Belgium,BEL,01-12-2021,75.14,0,0.42,26.12,44.33,58.37,81.39,87.38,97.01,99.46
Belgium,BEL,02-12-2021,75.16,0,0.56,26.62,44.75,58.86,81.94,88.12,97.65,99.84
Belgium,BEL,03-12-2021,75.19,0,1.18,27.64,45.13,59.3,82.43,88.72,98.19,100.2
Belgium,BEL,04-12-2021,75.23,0,1.71,28.39,45.42,59.63,82.76,89.08,98.53,100.42
Belgium,BEL,05-12-2021,75.23,0,2.35,29.39,45.99,60.24,83.29,89.61,98.98,100.7
Belgium,BEL,06-12-2021,75.25,0,2.86,30.27,46.65,60.86,83.74,90.05,99.35,100.94
Belgium,BEL,07-12-2021,75.29,0,3.9,31.68,47.25,61.42,84.12,90.39,99.66,101.14
Belgium,BEL,08-12-2021,75.34,0,4.46,32.52,47.73,61.76,84.33,90.58,99.83,101.28
Belgium,BEL,09-12-2021,75.37,0,4.93,33.21,48.18,62.08,84.52,90.72,99.93,101.36
Belgium,BEL,10-12-2021,75.41,0,5.2,33.67,48.63,62.38,84.67,90.88,100.11,101.55
Belgium,BEL,11-12-2021,75.44,0,5.46,34.08,49.13,62.68,84.83,91.05,100.33,101.81
Belgium,BEL,12-12-2021,75.44,0,5.72,34.56,49.7,62.99,85.01,91.25,100.64,102.19
Belgium,BEL,13-12-2021,75.47,0,6.02,35.07,50.28,63.28,85.18,91.45,100.93,102.52
Belgium,BEL,14-12-2021,75.5,0,6.28,35.57,50.83,63.56,85.34,91.65,101.18,102.77
Belgium,BEL,15-12-2021,75.55,0,6.53,36.02,51.31,63.77,85.46,91.76,101.32,102.92
Belgium,BEL,16-12-2021,75.58,0,6.77,36.3,51.58,63.92,85.55,91.85,101.42,103.02
Belgium,BEL,17-12-2021,75.62,0,7.02,36.68,51.85,64.09,85.64,91.96,101.56,103.15
Belgium,BEL,18-12-2021,75.64,0,7.3,37.19,52.14,64.27,85.76,92.08,101.69,103.32
Belgium,BEL,19-12-2021,75.65,0,7.55,37.6,52.41,64.44,85.88,92.2,101.82,103.45
Belgium,BEL,20-12-2021,75.67,0,7.79,37.98,52.61,64.58,85.98,92.33,101.96,103.61
Belgium,BEL,21-12-2021,75.7,0,7.95,38.24,52.76,64.7,86.05,92.43,102.1,103.75
Belgium,BEL,22-12-2021,75.77,0,7.95,38.25,52.76,64.7,86.06,92.44,102.11,103.76
Belgium,BEL,23-12-2021,75.8,0,0,0,0,0,0,0,0,0
Belgium,BEL,24-12-2021,75.8,0,0,0,0,0,0,0,0,0
Belgium,BEL,25-12-2021,75.8,0,0,0,0,0,0,0,0,0
Belgium,BEL,26-12-2021,75.81,0,0,0,0,0,0,0,0,0
Belgium,BEL,27-12-2021,75.82,0,0,0,0,0,0,0,0,0
Belgium,BEL,28-12-2021,75.83,0,0,0,0,0,0,0,0,0
Belgium,BEL,29-12-2021,75.85,0,0,0,0,0,0,0,0,0
Belgium,BEL,30-12-2021,75.86,0,0,0,0,0,0,0,0,0
Belgium,BEL,31-12-2021,75.86,0,0,0,0,0,0,0,0,0
Belgium,BEL,01-01-2022,75.86,0,0,0,0,0,0,0,0,0
Belgium,BEL,02-01-2022,75.86,0,0,0,0,0,0,0,0,0
Belgium,BEL,03-01-2022,75.88,0,0,0,0,0,0,0,0,0
Belgium,BEL,04-01-2022,75.9,0,0,0,0,0,0,0,0,0
Belgium,BEL,05-01-2022,75.94,0,0,0,0,0,0,0,0,0
Belgium,BEL,06-01-2022,75.96,0,0,0,0,0,0,0,0,0
Belgium,BEL,07-01-2022,75.98,0,0,0,0,0,0,0,0,0
Belgium,BEL,08-01-2022,76,0,0,0,0,0,0,0,0,0
Belgium,BEL,09-01-2022,76,0,0,0,0,0,0,0,0,0
Belgium,BEL,10-01-2022,76.01,0,0,0,0,0,0,0,0,0
Belgium,BEL,11-01-2022,76.04,0,0,0,0,0,0,0,0,0
Belgium,BEL,12-01-2022,76.09,0,0,0,0,0,0,0,0,0
Belgium,BEL,13-01-2022,76.1,0,0,0,0,0,0,0,0,0
Belgium,BEL,14-01-2022,76.12,0,0,0,0,0,0,0,0,0
Belgium,BEL,15-01-2022,76.13,0,0,0,0,0,0,0,0,0
Belgium,BEL,16-01-2022,76.13,0,0,0,0,0,0,0,0,0
Belgium,BEL,17-01-2022,76.14,0,0,0,0,0,0,0,0,0
Belgium,BEL,18-01-2022,76.15,0,0,0,0,0,0,0,0,0
Belgium,BEL,19-01-2022,76.17,0,0,0,0,0,0,0,0,0
Belgium,BEL,20-01-2022,76.18,0,0,0,0,0,0,0,0,0
Belgium,BEL,21-01-2022,76.19,0,0,0,0,0,0,0,0,0
Belgium,BEL,22-01-2022,76.2,0,0,0,0,0,0,0,0,0
Belgium,BEL,23-01-2022,76.2,0,0,0,0,0,0,0,0,0
Belgium,BEL,24-01-2022,76.21,0,0,0,0,0,0,0,0,0
Belgium,BEL,25-01-2022,76.22,0,0,0,0,0,0,0,0,0
Belgium,BEL,26-01-2022,76.25,0,0,0,0,0,0,0,0,0
Belgium,BEL,27-01-2022,76.26,0,0,0,0,0,0,0,0,0
Belgium,BEL,28-01-2022,76.28,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Belgium,BEL,29-01-2022,76.36,0,0,0,0.02,0.05,0.12,0.2,0.27,0.15
Belgium,BEL,30-01-2022,76.37,0,0,0,0.04,0.1,0.24,0.41,0.56,0.88
Belgium,BEL,31-01-2022,76.38,0,0,0,0.06,0.2,0.41,0.68,0.83,3.84
Belgium,BEL,01-02-2022,76.4,0,0,0,0.11,0.37,0.66,1.05,1.18,8.42
Belgium,BEL,02-02-2022,76.5,0,0,0,0.21,0.68,1.09,1.68,1.75,14.03
Belgium,BEL,03-02-2022,76.52,0,0,0,0.31,1.09,1.68,2.62,2.81,21.13
Belgium,BEL,04-02-2022,76.54,0,0,0,0.46,1.52,2.31,3.76,4.4,27.7
Belgium,BEL,05-02-2022,76.75,0,0,0,0.72,2.14,3.28,5.76,7.39,35.53
Belgium,BEL,06-02-2022,76.82,0,0,0,1.08,2.94,4.66,8.87,11.67,42.96
Belgium,BEL,07-02-2022,76.83,0,0,0,1.67,4.5,8.12,14.14,17.89,50.25
Belgium,BEL,08-02-2022,76.86,0,0,0,3.08,7.51,14.65,21.75,27.13,57.15
Belgium,BEL,09-02-2022,77.04,0,0,0,5.04,11.26,21.83,30,37.31,62.68
Belgium,BEL,10-02-2022,77.06,0,0,0,7.37,15.62,29.68,39.5,48.31,68.04
Belgium,BEL,11-02-2022,77.1,0,0,0,10.45,19,35.07,45.74,55.08,71
Belgium,BEL,12-02-2022,77.34,0,0,0,15.01,23.68,41.55,52.47,61.6,73.49
Belgium,BEL,13-02-2022,77.4,0,0,0,22.45,30.32,49.13,59.54,67.64,76.14
Belgium,BEL,14-02-2022,77.42,0,0,0,30.53,38.08,57.21,67.17,73.97,79.18
Belgium,BEL,15-02-2022,77.44,0,0,0,38.45,45.05,63.62,73.04,78.55,81.77
Belgium,BEL,16-02-2022,77.61,0,0,0,46.21,51.44,69.07,77.53,81.92,83.83
Belgium,BEL,17-02-2022,77.63,0,0,0,52.16,55.66,72.24,80.18,83.94,85.24
Belgium,BEL,18-02-2022,77.65,0,0,0,55.87,58.12,73.9,81.56,85.03,86.14
Belgium,BEL,19-02-2022,77.82,0,0,0,58.19,59.71,75.01,82.38,85.65,86.69
Belgium,BEL,20-02-2022,77.84,0,0,0,60.12,61.03,75.85,82.97,86.06,87.05
Belgium,BEL,21-02-2022,77.86,0,0,0,61.47,61.99,76.45,83.41,86.4,87.32
Belgium,BEL,22-02-2022,77.87,0,0,0,62.42,62.72,76.92,83.76,86.66,87.5
Belgium,BEL,23-02-2022,77.98,0,0,0,63.37,63.45,77.39,84.1,86.91,87.69
Belgium,BEL,24-02-2022,78.01,0,0,0,64.17,64.07,77.79,84.39,87.13,87.86
Belgium,BEL,25-02-2022,78.03,0,0,0,64.76,64.54,78.1,84.62,87.29,87.98
Belgium,BEL,26-02-2022,78.1,0,0,0,65.19,64.9,78.36,84.8,87.42,88.08
Belgium,BEL,27-02-2022,78.11,0,0,0,65.57,65.2,78.59,84.96,87.54,88.58
Belgium,BEL,28-02-2022,78.12,0,0,0,65.85,65.45,78.8,85.17,87.8,90.65
Belgium,BEL,01-03-2022,78.12,0,0,0,66.05,65.62,78.96,85.41,88.15,93.43
Belgium,BEL,02-03-2022,78.17,0,0,0,66.18,65.75,79.09,85.67,88.56,96.74
Belgium,BEL,03-03-2022,78.18,0,0,0,66.31,65.87,79.2,85.94,89.06,100.01
Belgium,BEL,04-03-2022,78.19,0,0,0,66.42,65.98,79.31,86.22,89.55,102.71
Belgium,BEL,05-03-2022,78.22,0,0,0,66.53,66.09,79.41,86.48,89.98,105.11
Belgium,BEL,06-03-2022,78.22,0,0,0,66.61,66.17,79.48,86.62,90.21,106.34
Belgium,BEL,07-03-2022,78.23,0,0,0,66.71,66.26,79.57,86.79,90.47,107.64
Belgium,BEL,08-03-2022,78.23,0,0,0,66.8,66.34,79.64,86.92,90.68,108.78
Belgium,BEL,09-03-2022,78.32,0,0,0,66.89,66.42,79.72,87.06,90.93,109.89
Belgium,BEL,10-03-2022,78.32,0,0,0,66.99,66.5,79.8,87.21,91.19,110.97
Belgium,BEL,11-03-2022,78.33,0,0,0,67.12,66.59,79.88,87.41,91.55,112.33
Belgium,BEL,12-03-2022,78.37,0,0,0,67.26,66.69,79.99,88.31,93.06,114.29
Belgium,BEL,13-03-2022,78.38,0,0,0,0,0,0,0,0,0
Belgium,BEL,14-03-2022,78.38,0,0,0,0,0,0,0,0,0
Belgium,BEL,15-03-2022,78.39,0,0,0,0,0,0,0,0,0
Belgium,BEL,16-03-2022,78.42,0,0,0,0,0,0,0,0,0
Belgium,BEL,17-03-2022,78.43,0,0,0,0,0,0,0,0,0
Belgium,BEL,18-03-2022,78.43,0,0,0,0,0,0,0,0,0
Belgium,BEL,19-03-2022,78.45,0,0,0,0,0,0,0,0,0
Belgium,BEL,20-03-2022,78.45,0,0,0,0,0,0,0,0,0
Belgium,BEL,21-03-2022,78.45,0,0,0,0,0,0,0,0,0
Belgium,BEL,22-03-2022,78.46,0,0,0,0,0,0,0,0,0
Belgium,BEL,23-03-2022,78.48,0,0,0,0,0,0,0,0,0
Belgium,BEL,24-03-2022,78.48,0,0,0,0,0,0,0,0,0
Belgium,BEL,25-03-2022,78.49,0,0,0,0,0,0,0,0,0
Belgium,BEL,26-03-2022,78.49,0,0,0,0,0,0,0,0,0
Belgium,BEL,27-03-2022,78.5,0,0,0,0,0,0,0,0,0
Belgium,BEL,28-03-2022,78.5,0,0,0,0,0,0,0,0,0
Belgium,BEL,29-03-2022,78.5,0,0,0,0,0,0,0,0,0
