Entity,Code,Day,people_vaccinated_per_hundred
Latvia,LVA,11-02-2022,25.61
Latvia,LVA,12-02-2022,25.69
Latvia,LVA,13-02-2022,25.71
Latvia,LVA,14-02-2022,25.79
Latvia,LVA,15-02-2022,25.88
Latvia,LVA,16-02-2022,25.96
Latvia,LVA,17-02-2022,26.04
Latvia,LVA,18-02-2022,26.14
Latvia,LVA,19-02-2022,26.18
Latvia,LVA,20-02-2022,26.19
Latvia,LVA,21-02-2022,26.25
Latvia,LVA,22-02-2022,26.32
Latvia,LVA,23-02-2022,26.38
Latvia,LVA,24-02-2022,26.45
Latvia,LVA,25-02-2022,26.55
Latvia,LVA,26-02-2022,26.6
Latvia,LVA,27-02-2022,26.6
Latvia,LVA,28-02-2022,26.66
Latvia,LVA,01-03-2022,26.71
Latvia,LVA,02-03-2022,26.77
Latvia,LVA,03-03-2022,26.82
Latvia,LVA,04-03-2022,26.89
Latvia,LVA,05-03-2022,26.91
Latvia,LVA,06-03-2022,26.92
Latvia,LVA,07-03-2022,26.95
Latvia,LVA,08-03-2022,26.98
Latvia,LVA,09-03-2022,27.03
Latvia,LVA,10-03-2022,27.07
Latvia,LVA,11-03-2022,27.12
Latvia,LVA,12-03-2022,27.14
Latvia,LVA,13-03-2022,27.14
Latvia,LVA,14-03-2022,27.16
Latvia,LVA,15-03-2022,27.2
Latvia,LVA,16-03-2022,27.24
Latvia,LVA,17-03-2022,27.28
Latvia,LVA,18-03-2022,27.33
Latvia,LVA,19-03-2022,27.33
Latvia,LVA,20-03-2022,27.34
Latvia,LVA,21-03-2022,27.36
Latvia,LVA,22-03-2022,27.39
Latvia,LVA,23-03-2022,27.43
Latvia,LVA,24-03-2022,27.45
Latvia,LVA,25-03-2022,27.5
Latvia,LVA,26-03-2022,27.5
Latvia,LVA,27-03-2022,27.5
Latvia,LVA,28-03-2022,27.52
Latvia,LVA,29-03-2022,27.55
Latvia,LVA,30-03-2022,27.58
Latvia,LVA,31-03-2022,27.6
Latvia,LVA,01-04-2022,27.62
Latvia,LVA,02-04-2022,27.63
Latvia,LVA,03-04-2022,27.63
Latvia,LVA,04-04-2022,27.65
Latvia,LVA,05-04-2022,27.66
Latvia,LVA,06-04-2022,27.68
Latvia,LVA,07-04-2022,27.7
Latvia,LVA,08-04-2022,27.72
Latvia,LVA,09-04-2022,27.73
Latvia,LVA,10-04-2022,27.73
Latvia,LVA,11-04-2022,27.74
Latvia,LVA,12-04-2022,27.76
Latvia,LVA,13-04-2022,27.78
Latvia,LVA,14-04-2022,27.8
Latvia,LVA,15-04-2022,27.8
Latvia,LVA,16-04-2022,27.8
Latvia,LVA,17-04-2022,27.8
Latvia,LVA,18-04-2022,27.8
Latvia,LVA,19-04-2022,27.81
Latvia,LVA,20-04-2022,27.84
Latvia,LVA,21-04-2022,27.85
Latvia,LVA,22-04-2022,27.87
Latvia,LVA,23-04-2022,27.88
Latvia,LVA,24-04-2022,27.88
Latvia,LVA,25-04-2022,27.89
Latvia,LVA,26-04-2022,27.9
Latvia,LVA,27-04-2022,27.92
Latvia,LVA,28-04-2022,27.93
Latvia,LVA,29-04-2022,27.95
Latvia,LVA,30-04-2022,27.96
Latvia,LVA,01-05-2022,27.96
Latvia,LVA,02-05-2022,27.97
Latvia,LVA,03-05-2022,27.98
Latvia,LVA,04-05-2022,27.98
Latvia,LVA,05-05-2022,28
Latvia,LVA,06-05-2022,28.01
Latvia,LVA,07-05-2022,28.01
Latvia,LVA,08-05-2022,28.01
Latvia,LVA,09-05-2022,28.02
Latvia,LVA,10-05-2022,28.03
Latvia,LVA,11-05-2022,28.05
Latvia,LVA,12-05-2022,28.06
Latvia,LVA,13-05-2022,28.07
Latvia,LVA,14-05-2022,28.07
Latvia,LVA,15-05-2022,28.07
Latvia,LVA,16-05-2022,28.08
Latvia,LVA,17-05-2022,28.09
Latvia,LVA,18-05-2022,28.1
Latvia,LVA,19-05-2022,28.11
Latvia,LVA,20-05-2022,28.12
Latvia,LVA,21-05-2022,28.13
Latvia,LVA,22-05-2022,28.13
Latvia,LVA,23-05-2022,28.13
Latvia,LVA,24-05-2022,28.14
Latvia,LVA,25-05-2022,28.15
Liechtenstein,LIE,09-11-2021,0
Liechtenstein,LIE,10-11-2021,0
Liechtenstein,LIE,11-11-2021,0
Liechtenstein,LIE,12-11-2021,0.01
Liechtenstein,LIE,13-11-2021,0.01
Liechtenstein,LIE,15-11-2021,0.01
Liechtenstein,LIE,16-11-2021,0.04
Liechtenstein,LIE,17-11-2021,0.05
Liechtenstein,LIE,18-11-2021,0.28
Liechtenstein,LIE,19-11-2021,0.64
Liechtenstein,LIE,20-11-2021,0.65
Liechtenstein,LIE,22-11-2021,0.93
Liechtenstein,LIE,23-11-2021,1.2
Liechtenstein,LIE,24-11-2021,1.74
Liechtenstein,LIE,25-11-2021,1.85
Liechtenstein,LIE,26-11-2021,1.89
Liechtenstein,LIE,27-11-2021,1.96
Liechtenstein,LIE,28-11-2021,1.96
Liechtenstein,LIE,29-11-2021,2.9
Liechtenstein,LIE,30-11-2021,3.1
Liechtenstein,LIE,01-12-2021,4.01
Liechtenstein,LIE,02-12-2021,4.4
Liechtenstein,LIE,03-12-2021,4.55
Liechtenstein,LIE,04-12-2021,4.56
Liechtenstein,LIE,06-12-2021,5.28
Liechtenstein,LIE,07-12-2021,7.23
Liechtenstein,LIE,08-12-2021,9.33
Liechtenstein,LIE,09-12-2021,11.44
Liechtenstein,LIE,10-12-2021,12.96
Liechtenstein,LIE,11-12-2021,14.5
Liechtenstein,LIE,12-12-2021,15.14
Liechtenstein,LIE,13-12-2021,16.55
Liechtenstein,LIE,14-12-2021,18.97
Liechtenstein,LIE,15-12-2021,21.07
Liechtenstein,LIE,16-12-2021,23.12
Liechtenstein,LIE,17-12-2021,25.45
Liechtenstein,LIE,18-12-2021,26.96
Liechtenstein,LIE,19-12-2021,27.6
Liechtenstein,LIE,20-12-2021,29.27
Liechtenstein,LIE,21-12-2021,30.46
Liechtenstein,LIE,22-12-2021,31.64
Liechtenstein,LIE,23-12-2021,31.68
Liechtenstein,LIE,24-12-2021,31.69
Liechtenstein,LIE,27-12-2021,31.7
Liechtenstein,LIE,28-12-2021,31.8
Liechtenstein,LIE,29-12-2021,31.81
Liechtenstein,LIE,30-12-2021,31.82
Liechtenstein,LIE,03-01-2022,33.06
Liechtenstein,LIE,04-01-2022,34.32
Liechtenstein,LIE,05-01-2022,35.62
Liechtenstein,LIE,06-01-2022,35.63
Liechtenstein,LIE,07-01-2022,35.68
Liechtenstein,LIE,08-01-2022,35.68
Liechtenstein,LIE,10-01-2022,36.9
Liechtenstein,LIE,11-01-2022,38.15
Liechtenstein,LIE,12-01-2022,38.97
Liechtenstein,LIE,13-01-2022,39.77
Liechtenstein,LIE,14-01-2022,40.94
Liechtenstein,LIE,15-01-2022,40.95
Liechtenstein,LIE,17-01-2022,41.82
Liechtenstein,LIE,18-01-2022,42.37
Liechtenstein,LIE,19-01-2022,42.89
Liechtenstein,LIE,20-01-2022,43.35
Liechtenstein,LIE,21-01-2022,44.24
Liechtenstein,LIE,22-01-2022,44.24
Liechtenstein,LIE,24-01-2022,44.27
Liechtenstein,LIE,25-01-2022,44.36
Liechtenstein,LIE,26-01-2022,44.77
Liechtenstein,LIE,27-01-2022,44.78
Liechtenstein,LIE,28-01-2022,44.82
Liechtenstein,LIE,31-01-2022,45.49
Liechtenstein,LIE,01-02-2022,46.03
Liechtenstein,LIE,02-02-2022,46.04
Liechtenstein,LIE,04-02-2022,46.06
Liechtenstein,LIE,05-02-2022,46.06
Liechtenstein,LIE,07-02-2022,46.3
Liechtenstein,LIE,08-02-2022,46.56
Liechtenstein,LIE,09-02-2022,46.59
Liechtenstein,LIE,10-02-2022,46.59
Liechtenstein,LIE,11-02-2022,46.59
Liechtenstein,LIE,12-02-2022,47.06
Liechtenstein,LIE,14-02-2022,47.09
Liechtenstein,LIE,15-02-2022,47.1
Liechtenstein,LIE,16-02-2022,47.13
Liechtenstein,LIE,17-02-2022,47.33
Liechtenstein,LIE,19-02-2022,47.33
Liechtenstein,LIE,22-02-2022,47.49
Liechtenstein,LIE,25-02-2022,47.49
Liechtenstein,LIE,27-02-2022,47.5
Liechtenstein,LIE,02-03-2022,47.5
Liechtenstein,LIE,05-03-2022,47.5
Liechtenstein,LIE,07-03-2022,47.5
Liechtenstein,LIE,09-03-2022,47.51
Liechtenstein,LIE,11-03-2022,47.67
Liechtenstein,LIE,12-03-2022,47.67
Liechtenstein,LIE,16-03-2022,47.67
Liechtenstein,LIE,23-03-2022,47.67
Liechtenstein,LIE,24-03-2022,47.89
Liechtenstein,LIE,01-04-2022,47.89
Liechtenstein,LIE,02-04-2022,47.9
Liechtenstein,LIE,12-04-2022,48.07
Liechtenstein,LIE,13-04-2022,48.07
Liechtenstein,LIE,14-04-2022,48.07
Liechtenstein,LIE,21-04-2022,48.08
Liechtenstein,LIE,26-04-2022,48.21
Liechtenstein,LIE,06-05-2022,48.21
Liechtenstein,LIE,10-05-2022,48.35
Liechtenstein,LIE,13-05-2022,48.36
Lithuania,LTU,22-02-2021,0
Lithuania,LTU,23-02-2021,0
Lithuania,LTU,24-02-2021,0
Lithuania,LTU,25-02-2021,0
Lithuania,LTU,26-02-2021,0
Lithuania,LTU,27-02-2021,0
Lithuania,LTU,28-02-2021,0
Lithuania,LTU,01-03-2021,0
Lithuania,LTU,02-03-2021,0
Lithuania,LTU,03-03-2021,0
Lithuania,LTU,04-03-2021,0
Lithuania,LTU,05-03-2021,0
Lithuania,LTU,06-03-2021,0
Lithuania,LTU,07-03-2021,0
Lithuania,LTU,08-03-2021,0
Lithuania,LTU,09-03-2021,0
Lithuania,LTU,10-03-2021,0
Lithuania,LTU,11-03-2021,0
Lithuania,LTU,12-03-2021,0
Lithuania,LTU,13-03-2021,0
Lithuania,LTU,14-03-2021,0
Lithuania,LTU,15-03-2021,0
Lithuania,LTU,16-03-2021,0
Lithuania,LTU,17-03-2021,0
Lithuania,LTU,18-03-2021,0
Lithuania,LTU,19-03-2021,0
Lithuania,LTU,20-03-2021,0
Lithuania,LTU,21-03-2021,0
Lithuania,LTU,22-03-2021,0
Lithuania,LTU,23-03-2021,0
Lithuania,LTU,24-03-2021,0
Lithuania,LTU,25-03-2021,0
Lithuania,LTU,26-03-2021,0
Lithuania,LTU,27-03-2021,0
Lithuania,LTU,28-03-2021,0
Lithuania,LTU,29-03-2021,0
Lithuania,LTU,30-03-2021,0
Lithuania,LTU,31-03-2021,0
Lithuania,LTU,01-04-2021,0
Lithuania,LTU,02-04-2021,0
Lithuania,LTU,03-04-2021,0
Lithuania,LTU,04-04-2021,0
Lithuania,LTU,05-04-2021,0
Lithuania,LTU,06-04-2021,0
Lithuania,LTU,07-04-2021,0
Lithuania,LTU,08-04-2021,0
Lithuania,LTU,09-04-2021,0
Lithuania,LTU,10-04-2021,0
Lithuania,LTU,11-04-2021,0
Lithuania,LTU,12-04-2021,0
Lithuania,LTU,13-04-2021,0
Lithuania,LTU,14-04-2021,0
Lithuania,LTU,15-04-2021,0
Lithuania,LTU,16-04-2021,0
Lithuania,LTU,17-04-2021,0
Lithuania,LTU,18-04-2021,0
Lithuania,LTU,19-04-2021,0
Lithuania,LTU,20-04-2021,0
Lithuania,LTU,21-04-2021,0
Lithuania,LTU,22-04-2021,0
Lithuania,LTU,23-04-2021,0
Lithuania,LTU,24-04-2021,0
Lithuania,LTU,25-04-2021,0
Lithuania,LTU,26-04-2021,0
Lithuania,LTU,27-04-2021,0
Lithuania,LTU,28-04-2021,0
Lithuania,LTU,29-04-2021,0
Lithuania,LTU,30-04-2021,0
Lithuania,LTU,01-05-2021,0
Lithuania,LTU,02-05-2021,0
Lithuania,LTU,03-05-2021,0
Lithuania,LTU,04-05-2021,0
Lithuania,LTU,05-05-2021,0
Lithuania,LTU,06-05-2021,0
Lithuania,LTU,07-05-2021,0
Lithuania,LTU,08-05-2021,0
Lithuania,LTU,09-05-2021,0
Lithuania,LTU,10-05-2021,0
Lithuania,LTU,11-05-2021,0
Lithuania,LTU,12-05-2021,0
Lithuania,LTU,13-05-2021,0
Lithuania,LTU,14-05-2021,0
Lithuania,LTU,15-05-2021,0
Lithuania,LTU,16-05-2021,0
Lithuania,LTU,17-05-2021,0
Lithuania,LTU,18-05-2021,0
Lithuania,LTU,19-05-2021,0
Lithuania,LTU,20-05-2021,0
Lithuania,LTU,21-05-2021,0
Lithuania,LTU,22-05-2021,0
Lithuania,LTU,23-05-2021,0
Lithuania,LTU,24-05-2021,0
Lithuania,LTU,25-05-2021,0.01
Lithuania,LTU,26-05-2021,0.01
Lithuania,LTU,27-05-2021,0.01
Lithuania,LTU,28-05-2021,0.01
Lithuania,LTU,29-05-2021,0.01
Lithuania,LTU,30-05-2021,0.01
Lithuania,LTU,31-05-2021,0.01
Lithuania,LTU,01-06-2021,0.01
Lithuania,LTU,02-06-2021,0.01
Lithuania,LTU,03-06-2021,0.01
Lithuania,LTU,04-06-2021,0.01
Lithuania,LTU,05-06-2021,0.01
Lithuania,LTU,06-06-2021,0.01
Lithuania,LTU,07-06-2021,0.01
Lithuania,LTU,08-06-2021,0.01
Lithuania,LTU,09-06-2021,0.01
Lithuania,LTU,10-06-2021,0.01
Lithuania,LTU,11-06-2021,0.01
Lithuania,LTU,12-06-2021,0.01
Lithuania,LTU,13-06-2021,0.01
Lithuania,LTU,14-06-2021,0.01
Lithuania,LTU,15-06-2021,0.01
Lithuania,LTU,16-06-2021,0.01
Lithuania,LTU,17-06-2021,0.01
Lithuania,LTU,18-06-2021,0.01
Lithuania,LTU,19-06-2021,0.01
Lithuania,LTU,20-06-2021,0.01
Lithuania,LTU,21-06-2021,0.01
Lithuania,LTU,22-06-2021,0.01
Lithuania,LTU,23-06-2021,0.01
Lithuania,LTU,24-06-2021,0.01
Lithuania,LTU,25-06-2021,0.01
Lithuania,LTU,26-06-2021,0.01
Lithuania,LTU,27-06-2021,0.01
Lithuania,LTU,28-06-2021,0.01
Lithuania,LTU,29-06-2021,0.01
Lithuania,LTU,30-06-2021,0.01
Lithuania,LTU,01-07-2021,0.01
Lithuania,LTU,02-07-2021,0.01
Lithuania,LTU,03-07-2021,0.01
Lithuania,LTU,04-07-2021,0.01
Lithuania,LTU,05-07-2021,0.01
Lithuania,LTU,06-07-2021,0.01
Lithuania,LTU,07-07-2021,0.01
Lithuania,LTU,08-07-2021,0.01
Lithuania,LTU,09-07-2021,0.01
Lithuania,LTU,10-07-2021,0.01
Lithuania,LTU,11-07-2021,0.01
Lithuania,LTU,12-07-2021,0.01
Lithuania,LTU,13-07-2021,0.01
Lithuania,LTU,14-07-2021,0.01
Lithuania,LTU,15-07-2021,0.01
Lithuania,LTU,16-07-2021,0.01
Lithuania,LTU,17-07-2021,0.01
Lithuania,LTU,18-07-2021,0.01
Lithuania,LTU,19-07-2021,0.01
Lithuania,LTU,20-07-2021,0.01
Lithuania,LTU,21-07-2021,0.01
Lithuania,LTU,22-07-2021,0.01
Lithuania,LTU,23-07-2021,0.01
Lithuania,LTU,24-07-2021,0.01
Lithuania,LTU,25-07-2021,0.01
Lithuania,LTU,26-07-2021,0.01
Lithuania,LTU,27-07-2021,0.01
Lithuania,LTU,28-07-2021,0.01
Lithuania,LTU,29-07-2021,0.01
Lithuania,LTU,30-07-2021,0.01
Lithuania,LTU,31-07-2021,0.01
Lithuania,LTU,01-08-2021,0.01
Lithuania,LTU,02-08-2021,0.01
Lithuania,LTU,03-08-2021,0.01
Lithuania,LTU,04-08-2021,0.02
Lithuania,LTU,05-08-2021,0.02
Lithuania,LTU,06-08-2021,0.02
Lithuania,LTU,07-08-2021,0.02
Lithuania,LTU,08-08-2021,0.02
Lithuania,LTU,09-08-2021,0.02
Lithuania,LTU,10-08-2021,0.02
Lithuania,LTU,11-08-2021,0.02
Lithuania,LTU,12-08-2021,0.02
Lithuania,LTU,13-08-2021,0.03
Lithuania,LTU,14-08-2021,0.03
Lithuania,LTU,15-08-2021,0.03
Lithuania,LTU,16-08-2021,0.03
Lithuania,LTU,17-08-2021,0.03
Lithuania,LTU,18-08-2021,0.03
Lithuania,LTU,19-08-2021,0.04
Lithuania,LTU,20-08-2021,0.04
Lithuania,LTU,21-08-2021,0.04
Lithuania,LTU,22-08-2021,0.04
Lithuania,LTU,23-08-2021,0.04
Lithuania,LTU,24-08-2021,0.04
Lithuania,LTU,25-08-2021,0.05
Lithuania,LTU,26-08-2021,0.05
Lithuania,LTU,27-08-2021,0.06
Lithuania,LTU,28-08-2021,0.06
Lithuania,LTU,29-08-2021,0.06
Lithuania,LTU,30-08-2021,0.06
Lithuania,LTU,31-08-2021,0.06
Lithuania,LTU,01-09-2021,0.06
Lithuania,LTU,02-09-2021,0.06
Lithuania,LTU,03-09-2021,0.06
Lithuania,LTU,04-09-2021,0.07
Lithuania,LTU,05-09-2021,0.07
Lithuania,LTU,06-09-2021,0.07
Lithuania,LTU,07-09-2021,0.08
Lithuania,LTU,08-09-2021,0.11
Lithuania,LTU,09-09-2021,0.17
Lithuania,LTU,10-09-2021,0.23
Lithuania,LTU,11-09-2021,0.24
Lithuania,LTU,12-09-2021,0.24
Lithuania,LTU,13-09-2021,0.28
Lithuania,LTU,14-09-2021,0.35
Lithuania,LTU,15-09-2021,0.41
Lithuania,LTU,16-09-2021,0.48
Lithuania,LTU,17-09-2021,0.56
Lithuania,LTU,18-09-2021,0.57
Lithuania,LTU,19-09-2021,0.57
Lithuania,LTU,20-09-2021,0.61
Lithuania,LTU,21-09-2021,0.67
Lithuania,LTU,22-09-2021,0.72
Lithuania,LTU,23-09-2021,0.78
Lithuania,LTU,24-09-2021,0.84
Lithuania,LTU,25-09-2021,0.85
Lithuania,LTU,26-09-2021,0.85
Lithuania,LTU,27-09-2021,0.88
Lithuania,LTU,28-09-2021,0.93
Lithuania,LTU,29-09-2021,0.99
Lithuania,LTU,30-09-2021,1.06
Lithuania,LTU,01-10-2021,1.13
Lithuania,LTU,02-10-2021,1.13
Lithuania,LTU,03-10-2021,1.13
Lithuania,LTU,04-10-2021,1.18
Lithuania,LTU,05-10-2021,1.24
Lithuania,LTU,06-10-2021,1.3
Lithuania,LTU,07-10-2021,1.37
Lithuania,LTU,08-10-2021,1.45
Lithuania,LTU,09-10-2021,1.45
Lithuania,LTU,10-10-2021,1.46
Lithuania,LTU,11-10-2021,1.5
Lithuania,LTU,12-10-2021,1.57
Lithuania,LTU,13-10-2021,1.63
Lithuania,LTU,14-10-2021,1.72
Lithuania,LTU,15-10-2021,1.8
Lithuania,LTU,16-10-2021,1.81
Lithuania,LTU,17-10-2021,1.82
Lithuania,LTU,18-10-2021,1.89
Lithuania,LTU,19-10-2021,1.98
Lithuania,LTU,20-10-2021,2.1
Lithuania,LTU,21-10-2021,2.25
Lithuania,LTU,22-10-2021,2.41
Lithuania,LTU,23-10-2021,2.42
Lithuania,LTU,24-10-2021,2.43
Lithuania,LTU,25-10-2021,2.55
Lithuania,LTU,26-10-2021,2.68
Lithuania,LTU,27-10-2021,2.83
Lithuania,LTU,28-10-2021,3
Lithuania,LTU,29-10-2021,3.16
Lithuania,LTU,30-10-2021,3.18
Lithuania,LTU,31-10-2021,3.19
Lithuania,LTU,01-11-2021,3.19
Lithuania,LTU,02-11-2021,3.19
Lithuania,LTU,03-11-2021,3.38
Lithuania,LTU,04-11-2021,3.67
Lithuania,LTU,05-11-2021,3.93
Lithuania,LTU,06-11-2021,3.96
Lithuania,LTU,07-11-2021,3.98
Lithuania,LTU,08-11-2021,4.18
Lithuania,LTU,09-11-2021,4.46
Lithuania,LTU,10-11-2021,4.72
Lithuania,LTU,11-11-2021,5.09
Lithuania,LTU,12-11-2021,5.44
Lithuania,LTU,13-11-2021,5.48
Lithuania,LTU,14-11-2021,5.5
Lithuania,LTU,15-11-2021,5.72
Lithuania,LTU,16-11-2021,5.99
Lithuania,LTU,17-11-2021,6.39
Lithuania,LTU,18-11-2021,6.95
Lithuania,LTU,19-11-2021,7.5
Lithuania,LTU,20-11-2021,7.59
Lithuania,LTU,21-11-2021,7.63
Lithuania,LTU,22-11-2021,8.06
Lithuania,LTU,23-11-2021,8.54
Lithuania,LTU,24-11-2021,9.08
Lithuania,LTU,25-11-2021,9.67
Lithuania,LTU,26-11-2021,10.26
Lithuania,LTU,27-11-2021,10.39
Lithuania,LTU,28-11-2021,10.46
Lithuania,LTU,29-11-2021,10.85
Lithuania,LTU,30-11-2021,11.27
Lithuania,LTU,01-12-2021,11.82
Lithuania,LTU,02-12-2021,12.45
Lithuania,LTU,03-12-2021,13.09
Lithuania,LTU,04-12-2021,13.23
Lithuania,LTU,05-12-2021,13.3
Lithuania,LTU,06-12-2021,13.75
Lithuania,LTU,07-12-2021,14.29
Lithuania,LTU,08-12-2021,14.87
Lithuania,LTU,09-12-2021,15.5
Lithuania,LTU,10-12-2021,16.18
Lithuania,LTU,11-12-2021,16.32
Lithuania,LTU,12-12-2021,16.39
Lithuania,LTU,13-12-2021,16.86
Lithuania,LTU,14-12-2021,17.37
Lithuania,LTU,15-12-2021,17.92
Lithuania,LTU,16-12-2021,18.54
Lithuania,LTU,17-12-2021,19.17
Lithuania,LTU,18-12-2021,19.3
Lithuania,LTU,19-12-2021,19.38
Lithuania,LTU,20-12-2021,19.85
Lithuania,LTU,21-12-2021,20.35
Lithuania,LTU,22-12-2021,20.88
Lithuania,LTU,23-12-2021,21.39
Lithuania,LTU,24-12-2021,21.4
Lithuania,LTU,26-12-2021,21.41
Lithuania,LTU,27-12-2021,22.06
Lithuania,LTU,28-12-2021,22.78
Lithuania,LTU,29-12-2021,23.46
Lithuania,LTU,30-12-2021,24.03
Lithuania,LTU,31-12-2021,24.24
Lithuania,LTU,02-01-2022,24.24
Lithuania,LTU,03-01-2022,24.79
Lithuania,LTU,04-01-2022,25.44
Lithuania,LTU,05-01-2022,26.14
Lithuania,LTU,06-01-2022,26.84
Lithuania,LTU,07-01-2022,27.56
Lithuania,LTU,08-01-2022,27.69
Lithuania,LTU,09-01-2022,27.76
Lithuania,LTU,10-01-2022,28.27
Lithuania,LTU,11-01-2022,28.74
Lithuania,LTU,12-01-2022,29.2
Lithuania,LTU,13-01-2022,29.64
Lithuania,LTU,14-01-2022,30.12
Lithuania,LTU,15-01-2022,30.21
Lithuania,LTU,16-01-2022,30.24
Lithuania,LTU,17-01-2022,30.53
Lithuania,LTU,18-01-2022,30.82
Lithuania,LTU,19-01-2022,31.1
Lithuania,LTU,20-01-2022,31.39
Lithuania,LTU,21-01-2022,31.72
Lithuania,LTU,22-01-2022,31.76
Lithuania,LTU,23-01-2022,31.76
Lithuania,LTU,24-01-2022,31.96
Lithuania,LTU,25-01-2022,32.16
Lithuania,LTU,26-01-2022,32.36
Lithuania,LTU,27-01-2022,32.57
Lithuania,LTU,28-01-2022,32.81
Lithuania,LTU,29-01-2022,32.84
Lithuania,LTU,30-01-2022,32.84
Lithuania,LTU,31-01-2022,32.93
Lithuania,LTU,01-02-2022,33.01
Lithuania,LTU,02-02-2022,33.1
Lithuania,LTU,03-02-2022,33.18
Lithuania,LTU,04-02-2022,33.27
Lithuania,LTU,05-02-2022,33.28
Lithuania,LTU,06-02-2022,33.28
Lithuania,LTU,07-02-2022,33.33
Lithuania,LTU,08-02-2022,33.37
Lithuania,LTU,09-02-2022,33.42
Lithuania,LTU,10-02-2022,33.46
Lithuania,LTU,11-02-2022,33.51
Lithuania,LTU,12-02-2022,33.52
Lithuania,LTU,13-02-2022,33.52
Lithuania,LTU,14-02-2022,33.55
Lithuania,LTU,15-02-2022,33.58
Lithuania,LTU,16-02-2022,33.58
Lithuania,LTU,17-02-2022,33.62
Lithuania,LTU,18-02-2022,33.66
Lithuania,LTU,19-02-2022,33.66
Lithuania,LTU,20-02-2022,33.66
Lithuania,LTU,21-02-2022,33.68
Lithuania,LTU,22-02-2022,33.71
Lithuania,LTU,23-02-2022,33.73
Lithuania,LTU,24-02-2022,33.76
Lithuania,LTU,25-02-2022,33.79
Lithuania,LTU,26-02-2022,33.79
Lithuania,LTU,27-02-2022,33.79
Lithuania,LTU,28-02-2022,33.81
Lithuania,LTU,01-03-2022,33.82
Lithuania,LTU,02-03-2022,33.84
Lithuania,LTU,03-03-2022,33.86
Lithuania,LTU,04-03-2022,33.88
Lithuania,LTU,05-03-2022,33.88
Lithuania,LTU,06-03-2022,33.89
Lithuania,LTU,07-03-2022,33.9
Lithuania,LTU,08-03-2022,33.92
Lithuania,LTU,09-03-2022,33.94
Lithuania,LTU,10-03-2022,33.97
Lithuania,LTU,11-03-2022,33.97
Lithuania,LTU,12-03-2022,33.97
Lithuania,LTU,13-03-2022,33.97
Lithuania,LTU,14-03-2022,33.99
Lithuania,LTU,15-03-2022,34.01
Lithuania,LTU,16-03-2022,34.02
Lithuania,LTU,17-03-2022,34.04
Lithuania,LTU,18-03-2022,34.07
Lithuania,LTU,19-03-2022,34.07
Lithuania,LTU,20-03-2022,34.07
Lithuania,LTU,21-03-2022,34.08
Lithuania,LTU,22-03-2022,34.1
Lithuania,LTU,23-03-2022,34.11
Lithuania,LTU,24-03-2022,34.13
Lithuania,LTU,25-03-2022,34.16
Lithuania,LTU,26-03-2022,34.16
Lithuania,LTU,27-03-2022,34.16
Lithuania,LTU,28-03-2022,34.17
Lithuania,LTU,29-03-2022,34.19
Lithuania,LTU,30-03-2022,34.21
Lithuania,LTU,31-03-2022,34.23
Lithuania,LTU,01-04-2022,34.25
Lithuania,LTU,02-04-2022,34.25
Lithuania,LTU,03-04-2022,34.25
Lithuania,LTU,04-04-2022,34.27
Lithuania,LTU,05-04-2022,34.28
Lithuania,LTU,06-04-2022,34.3
Lithuania,LTU,07-04-2022,34.31
Lithuania,LTU,08-04-2022,34.33
Lithuania,LTU,09-04-2022,34.33
Lithuania,LTU,10-04-2022,34.34
Lithuania,LTU,11-04-2022,34.35
Lithuania,LTU,12-04-2022,34.36
Lithuania,LTU,13-04-2022,34.37
Lithuania,LTU,14-04-2022,34.39
Lithuania,LTU,15-04-2022,34.4
Lithuania,LTU,16-04-2022,34.4
Lithuania,LTU,17-04-2022,34.4
Lithuania,LTU,18-04-2022,34.4
Lithuania,LTU,19-04-2022,34.42
Lithuania,LTU,20-04-2022,34.43
Lithuania,LTU,21-04-2022,34.44
Lithuania,LTU,22-04-2022,34.46
Lithuania,LTU,23-04-2022,34.46
Lithuania,LTU,24-04-2022,34.46
Lithuania,LTU,25-04-2022,34.47
Lithuania,LTU,26-04-2022,34.48
Lithuania,LTU,27-04-2022,34.49
Lithuania,LTU,28-04-2022,34.5
Lithuania,LTU,29-04-2022,34.52
Lithuania,LTU,30-04-2022,34.52
Lithuania,LTU,01-05-2022,34.52
Lithuania,LTU,02-05-2022,34.53
Lithuania,LTU,03-05-2022,34.53
Lithuania,LTU,04-05-2022,34.54
Lithuania,LTU,05-05-2022,34.55
Lithuania,LTU,06-05-2022,34.56
Lithuania,LTU,07-05-2022,34.56
Lithuania,LTU,08-05-2022,34.56
Lithuania,LTU,09-05-2022,34.57
Lithuania,LTU,10-05-2022,34.57
Lithuania,LTU,11-05-2022,34.58
Lithuania,LTU,12-05-2022,34.59
Lithuania,LTU,13-05-2022,34.59
Lithuania,LTU,14-05-2022,34.59
Lithuania,LTU,15-05-2022,34.6
Lithuania,LTU,16-05-2022,34.6
Lithuania,LTU,17-05-2022,34.61
Lithuania,LTU,18-05-2022,34.61
Lithuania,LTU,19-05-2022,34.62
Lithuania,LTU,20-05-2022,34.63
Lithuania,LTU,21-05-2022,34.63
Lithuania,LTU,22-05-2022,34.63
Lithuania,LTU,23-05-2022,34.63
Lithuania,LTU,24-05-2022,34.64
Lithuania,LTU,25-05-2022,34.64
Lithuania,LTU,26-05-2022,34.65
